,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
184713,126354.0,2.07848830361546,-1.12960941908438,-0.833817668285898,-0.973150261390983,-0.744611979874736,-0.246402026121037,-0.81082423981195,-0.140244285414233,0.02884546046555,0.653988653851203,-1.5093252828254,-0.305772111111448,1.19636457316302,-0.645984987797381,0.21471517450533,1.5318067143731,-0.29544081873625,-1.25918969282831,0.980993733984811,0.209254107224543,-0.0553344313316614,-0.276314568689314,0.179728574955845,-1.00567659653044,-0.362803910754303,-0.433685085067745,0.0015082061665881,-0.0350409160835199,90.0,0
41161,40563.0,-1.20017871586377,0.054609568417825,2.14213767895962,-0.014867265125641,0.65932562163568,1.33321983856916,0.061986839604459,0.587519213544642,0.0151802295059105,-0.828650508262157,-0.348768340231692,0.315754934960549,-0.233246787329041,-0.288344379416515,-0.744927093052676,0.580932203249047,-0.918774237522181,0.578933082633608,-0.33515691475874,0.132017171015749,0.0471554271098135,-0.0076688075060643,-0.212854965103063,-1.33613080626387,0.531431976434555,-0.383776545688293,0.0580906600744714,0.0639948192395336,78.92,0
197906,132230.0,1.79701448457441,-0.620616555881693,-3.08993641562218,0.195394296837673,0.903350406342621,-1.02518693597556,1.1350366559279,-0.538026928967518,0.0932201239376488,0.165932771275355,-1.62707047371101,-0.841385505998515,-1.33724188511644,1.0810311748096,0.0201914559382053,-0.47142614121484,-0.262146680139991,-0.29006056762848,0.309308514157916,0.164690690715844,0.31950693756776,0.526783703838238,-0.393472161751468,0.177619465247821,0.606808664139184,1.00665433387505,-0.201444032998733,-0.0627848100478833,219.0,0
85671,60877.0,1.29305346794745,0.457969173071868,-1.94045010818654,0.173148862363531,2.60956976701555,3.01411706933283,-0.269414758067989,0.754420440807174,-0.221009097149639,-0.6207998601217,0.34874843300146,-0.296104948188729,-0.118735702614523,-1.19258200683639,1.27839349886921,0.923267816751005,0.395379379540966,1.0390376966389,-0.252923895786939,0.0250200757274697,-0.121125631554031,-0.427753296365488,-0.15933569505727,0.857134710770907,0.850054898722773,-0.311685062523481,0.0375362125837485,0.0506175099603134,1.0,0
69867,53618.0,-3.41185753452436,-4.75218239326713,2.51921784493833,-0.192813756141299,-1.32016919224139,0.422772253482911,0.42077753108954,0.207099468087356,0.222096163219106,-0.879650218332731,-0.967559346220143,-0.311104364607344,-0.185837473053518,-1.66190277650963,-2.01040033331072,0.159977242515514,1.11541559570201,-1.57681849427442,-0.0079191760025187,2.26110337790044,0.772236840235756,0.788832750406664,1.78758171721303,0.366431390879503,0.775973825155325,-0.15739569115466,-0.376669297852287,-0.0571853987232749,750.0,0
76108,56397.0,0.637840039287613,-1.10385677735914,-0.913210060090874,0.119902181897591,-0.287136356327399,-0.604701554183217,0.688299671322499,-0.212197140542065,-0.172729552139295,-0.0332176912084763,0.591275854317944,-0.169705676480911,-1.39766437838211,1.01582161806174,0.319928575933447,0.422585646965398,-0.562373577327683,0.286821239118764,0.5643145708051,0.586033947002728,0.157058614977928,-0.440369293935034,-0.478927203274659,-0.285181960510208,0.430212169383461,1.06230849252375,-0.195680502461763,0.0327365565665912,364.0,0
282749,171117.0,0.221259302897959,1.21744988308067,-1.33722329149449,0.227629373317879,2.01586148903246,-0.0166058942117467,1.39317699132213,-0.0592130297882329,-0.758700987196436,-0.85936024315705,0.201869160895892,0.178838241009242,-0.144787497250026,-1.01578053432437,-1.4220030597504,0.260027022994256,0.3004755007667,0.922032303554541,-0.0422785356808274,-0.123673014051845,0.0294437622695065,0.179435671149058,-0.331889551213723,-0.336550627703016,0.360403354064045,-0.559419393965861,0.0323266630003995,0.0116860258460996,17.66,0
138517,82692.0,-2.39449448274228,1.35093735158745,0.0317391080467118,-0.830267359579678,0.916107349032355,0.912071394235424,0.368516171282714,0.680795579094973,0.0555989886773183,-0.386572323318115,-0.936667833441146,0.423494667441699,-0.367577595586851,0.1830576305252,-1.83347324687766,0.64325795745577,-1.05255308765747,0.0855078483065247,-0.935817470139341,-0.695345473871566,0.0122145682941841,-0.184423029869077,-0.366851492658664,-1.72146583259685,0.535766910081112,-0.651037661142077,-1.29902861463757,-0.179170233153921,17.97,0
275179,166408.0,0.129570085756255,1.41240386756989,-0.87133230814687,-0.276444108532999,1.35913330271145,-1.5748131082403,1.41987803166322,-0.601918674465931,-0.0419659416432471,-1.57101263225665,0.0373966054296061,-0.446956599623579,0.368236085792513,-3.00268293831753,0.618663104941083,0.71687834616061,1.46284808594809,1.35857147626609,-0.836099866440692,-0.0195729892003689,0.136780333870553,0.667796144483018,-0.383353082226291,-0.316997308266132,-0.0009681205982893,-0.21177718321024,-0.203456433258384,-0.121498184942189,1.0,0
133904,80569.0,0.886610367626168,-0.861676451332387,0.961301013939178,0.382714172888113,-1.32767095564581,-0.315877901069479,-0.400975011358385,-0.0129034369278231,1.12315062496926,-0.542529408803958,-0.720663989152378,0.802540678251002,0.41735634874334,-0.59950864050534,-0.32700604161109,-0.117601188163059,0.126242578761699,-0.655629225211501,0.408943839101213,0.29152746593505,-0.127157235658621,-0.467605978471502,-0.0727222079494335,0.492312593387791,0.0884995929339433,0.922791566756828,-0.0628263314931802,0.0446129015126475,176.81,0
253778,156415.0,-0.742620241974897,2.04366284388318,1.10914789589551,4.12753948110118,0.693928392493569,1.23400089413071,0.508880878450977,0.490797849362389,-2.48156567994746,1.14433208032776,-1.83959884026193,-0.119443563068076,1.9892791520967,0.123940661507766,0.584578841520737,0.0501349600365937,0.0055606438486867,0.167422513792902,1.58033651250898,0.448336324560506,-0.0258984017188803,0.0195299770001739,-0.364969662717232,-1.03056779612407,0.569441710405169,0.555138976592576,0.20733377490701,0.0806331970440101,37.93,0
93115,64257.0,-0.29047377924657,1.5825766272276,1.6017895417662,2.54720112508923,0.558451984956691,0.343508758517155,0.635601653792297,0.012547106137728,-1.5768568127548,0.814021838679646,-1.01707142886734,-0.0539185356461207,1.51453504458629,-0.0304930845419411,1.20911177192195,0.205136368240189,-0.39694162870989,0.0176155234130814,1.16011868693331,0.370676696924127,-0.237714950741066,-0.5325199065987,-0.123456421487418,-0.452533799293302,-0.259657670553286,0.0073255917748221,0.388330754235347,0.196789979377665,0.9,0
140806,83947.0,1.08043921517843,-0.632416092771777,0.601780302180842,-0.077715795270135,-0.557633646913508,0.659003649593316,-0.581029343541277,0.183801016946133,0.835542503000188,-0.357456741352462,0.0656381806584898,1.51637628796635,1.29883062867074,-0.645227900808812,-1.03815326859393,0.371761284808184,-0.59510039618487,0.108283244586774,1.15840191694851,0.227092290392012,-0.191517077373154,-0.463331195808986,-0.169097010448631,-0.726605765292843,0.269377713121168,0.984254582248194,-0.0479287412374947,0.0102403811347817,97.01,0
46708,42894.0,1.13317853356688,-2.06936977757693,1.59696917246641,-0.649383579096992,-2.69337760961771,0.344674510496208,-1.86554813314508,0.221769748968463,-0.141676144489575,0.952056247612231,-1.57798384244614,-0.419326749303978,0.0396684149904902,-1.62223574443394,-1.93433917372674,-1.09868266667612,1.32183236179895,-0.0518626992549052,0.317842379336135,-0.109112900830746,-0.167829924460887,0.0837990854540236,-0.144260913580546,0.420920319867579,0.340989981120218,-0.0404749612712231,0.0904901166598043,0.0559718499488386,147.44,0
1881,1448.0,1.09951118276436,-0.714102125884552,0.303978650264835,-0.1773170019868,-0.401430900673871,0.835766231993379,-0.69295058820149,0.260082920619098,0.779040383165725,-0.134565633013489,-0.44476421563588,0.347907465390004,0.213706651295483,-0.200990471645792,0.151959707112353,1.08662486165226,-1.12093200856388,0.98427078338745,0.850528184282447,0.210451556706715,0.071235849784389,0.0891610738442227,-0.34437901546076,-1.29341594417959,0.369669571583718,1.18729692355141,-0.0625606355286012,0.0055816647544665,112.5,0
6203,7230.0,-0.471651438684443,1.03496458063408,1.78919107115582,0.115172331382518,-0.137504724191595,-0.662365274441368,0.455238718138594,0.0434559181297312,0.767825028285449,-0.48676758397014,2.2571685248157,-2.3390182684776,0.539912059984739,1.9870853770492,-0.493760960023868,0.354035543990815,0.220188280260681,0.474791384022955,0.0293260241514415,-0.0010694364287508,-0.323486591279767,-0.713763672560718,0.0208243505084156,0.427332669455429,-0.30770275159365,0.0058123091056878,0.227515536342589,0.10447819837354,5.49,0
278749,168403.0,-0.0031513847710605,0.64522811379433,0.194264397413722,-0.530639248442454,1.18363677773033,0.523247073159828,0.862919295932571,0.162299155466549,-0.248434429062056,-0.763450650153933,-0.289103345380926,0.703263373632251,0.46393503076237,0.100979317215125,0.0669914331024557,-1.20948585983993,0.518437065158493,-2.22613313420906,-1.19098011193669,-0.246575754016886,-0.0697196637080052,0.034194286376109,0.0942856649431923,-1.01740321871075,-0.614582680595081,0.115749938718258,0.0702695516895788,0.025218104123401,8.51,0
55422,46933.0,-0.129893325340251,0.640981230157419,1.55423910755771,-0.916544307382756,0.296909493651155,-0.372207356498494,0.708882913800919,-0.30779025783291,-0.140364254685933,-0.479778337163218,-0.885147966092083,0.0465173397494244,1.13193181340299,-0.422384892326361,1.02314275468412,0.416480784918327,-0.806293665337801,-0.11718068294837,0.505290583943359,0.160709725033386,-0.148043706288466,-0.23435585839377,-0.219951087421612,-0.384609303092748,-0.232327081917412,0.883534457302426,-0.177420524601457,-0.179268413918621,5.37,0
193520,130171.0,2.12599213316164,-0.0123973302828831,-2.28651334565184,0.076226389900279,0.895471268352575,-0.564098739155025,0.500965818848934,-0.249265172697009,0.0196469679467464,0.352404298090161,0.266278039607385,0.402068451874723,-0.716843391655038,0.857118415578822,-0.891722654115767,-0.244852329788128,-0.52106417041854,-0.0020188097674084,0.633028375404101,-0.22855818731538,0.101978145642649,0.406960991272563,-0.0649487675319975,0.260692777166583,0.41750775995359,0.694902992742737,-0.126225771997435,-0.0950620304247666,0.76,0
87521,61723.0,1.47253485865296,-1.12393229877114,0.377105904191555,-1.35446908854582,-1.51781546735783,-0.59483753925426,-1.10306908014714,-0.013391988978475,-1.58816608578011,1.44679616982103,-0.550514340462492,-1.71161398878902,-1.2483156741555,0.0647980675874703,1.008951125211,-0.6126358996062,0.885883332604885,-0.278543300578194,-0.591773911363654,-0.467973157418622,-0.205815982512864,-0.251458712626904,0.0842420384849041,0.0164767173031114,0.25582765847664,-0.17144423226151,0.034846307313778,0.014208336096105,15.0,0
235290,148331.0,-1.35279820703074,0.718334220516938,-1.19265166767163,-0.779145539869335,1.53370268872416,-0.365919119666421,2.37125670833155,-0.537930290665679,-1.05362069250722,0.044935173034067,0.327494953498041,0.234030361664856,-0.0436486539763463,0.683452299899338,-1.13490155809586,-0.430871892166928,-0.688005571851536,0.127825726496685,0.520319576482909,-0.284882428094404,0.208394229648839,1.01727524248892,-0.477855017875993,0.321504409821167,1.01568759985333,0.723177364575444,-0.0425602763357389,0.206504281883503,170.0,0
230154,146211.0,2.00051095288605,-0.0595293383312638,-1.78083021981871,0.58549216863117,-0.105133779652243,-1.58206103819553,0.138688891217068,-0.259086281393952,0.974129092117753,-0.409844146475847,-0.776680047176933,-1.29109730621624,-2.55533537053247,-0.213221548219336,1.18098067757929,0.323439381327152,0.54669362103696,0.815950690594725,-0.427638578631972,-0.313301189267197,0.183810898801598,0.519021209410567,-0.0134164315892725,-0.0859280489775531,0.155314805747379,-0.0984447385934631,-0.024358588741721,-0.0316205893789131,31.55,0
87875,61887.0,0.766638215368545,-1.50291348669141,-0.283041396320354,-0.240008927413096,-1.069417311136,-0.502429912306717,0.0757764710744655,-0.211438837102814,-0.764880818128799,0.450173280210648,-0.594878101841733,-0.193367406209051,-0.300173143080168,0.215015458654438,0.299710307237238,-2.02727169600719,0.630308915978696,0.267528849193492,-0.917388208254958,0.0636644141932868,-0.24039789615377,-0.773358739824475,-0.241409214835693,0.123496763670199,0.23081921084022,1.09054395006866,-0.113628392129376,0.0471408905303292,314.99,0
125858,77833.0,1.42604566375422,-0.389689883771411,-0.326054228259113,-0.843874552427563,-0.465202787206969,-0.900067749944798,-0.173794514795815,-0.210587398858864,-1.3057987569264,0.871507253591579,1.08138878944852,-0.332376871528536,-0.464167010060874,0.402640448413566,-0.192165193320202,1.0452375872755,0.0693489129189852,-0.930041368197402,1.0519341287347,0.0539891103152521,0.214835803317901,0.489669751494425,-0.211441951926289,0.0434610449910492,0.787561138308172,-0.0807621562469487,-0.0370365737185473,-0.0124422421358156,15.0,0
212139,138733.0,-0.224776911791111,0.341907854794958,0.584299498283644,-0.447464614167475,0.455336848923513,-0.138718886702694,0.653018725977167,-0.0604773663580049,-1.53287322412541,0.34631573740289,-0.225438738571701,0.467500831056817,0.301346967188665,0.0134043612500034,-2.09170438056048,-1.8455102529159,-0.40348827897013,1.77929782208451,-0.716039097405251,-0.544130936780139,-0.0443197688641441,0.531149019634794,-0.331670285855123,-0.341579255896772,0.0745543170789676,-0.448247386139828,0.201810271638694,0.165777430896686,17.99,0
231317,146704.0,0.0495985196283059,-0.0499941690011648,0.953041852558387,-2.391946798731,-0.357966662438784,-1.01363272619025,0.459529516818814,-0.282911266491867,1.84293681903664,-1.30270815306565,-0.812754396024173,-0.0841134141419029,-1.02090331022947,-0.170560524372559,0.955345268820688,-0.433367386702547,-0.419616676830539,-0.0304143357701636,0.495298929631021,-0.160838205675498,-0.144331419369807,-0.18110046704784,0.0854886883954611,-0.0538190920163162,-0.742556668447844,-0.628560269661613,-0.194309496433857,-0.160916270158085,24.5,0
132251,79917.0,1.51216350820502,-1.17957878277334,-0.0839731518984182,-1.74840857488231,-0.858008418677713,0.407352752991952,-1.20638412326201,0.187955615858203,-1.82270422557062,1.60671154575878,0.165092713082026,-1.21561260334045,-0.765665911178666,0.119122714491972,0.354127914763699,-0.0925167558538609,0.189696430668739,0.553494181294117,0.135620195774229,-0.395795628723015,-0.226757731759622,-0.324434615477436,-0.0769719443193665,-1.19695117407866,0.393903793945147,-0.117673674152996,0.0318680054745439,-0.0070381564797004,15.0,0
270675,164203.0,-0.494377045617232,0.616664719999058,0.892101300581189,0.920832880035803,0.587396251114395,0.874739280565473,0.780909061707793,-0.157497232953434,0.703319784942071,0.0798865170915545,-2.06985973153604,-0.461779730489715,-0.796848369706071,-0.516065558011495,-0.76864005668376,-0.713002218293047,-0.0987154916029915,-0.285853546117625,1.52668070630796,-0.154199067541258,-0.515691603827929,-1.11501603364205,0.0855630472224092,0.001863548109536,-0.777915043013268,-1.06100902960355,-0.270587294320177,0.017838008044115,65.0,0
243016,151755.0,2.04125921877551,-0.518152418381604,-0.526767867210487,-0.42747019253401,-0.775642341766568,-0.914731612329199,-0.423343634135229,-0.112396048710629,1.50778574063672,-0.369907300833318,-0.829161771952186,0.459528334186101,-0.404602053496731,-0.0503771673721448,0.133815423813518,-0.154010059259506,-0.0489198624830083,-0.93270883203484,0.550221411122637,-0.231607348902684,-0.442095191948047,-1.07747389896005,0.501353082664628,-0.0194411692596174,-0.693431978810013,0.399285799981106,-0.0587401054455583,-0.0548058131647523,1.0,0
87066,61525.0,-1.43073929226791,0.1405809034739,1.42667320743862,0.0626212217325907,1.32355541649627,0.0907614257046299,0.744533863260926,0.0373662504134673,-0.203241049499909,-0.161501931529515,1.19071763134041,0.184123164864289,-1.58411433221833,0.311977653887468,-0.582171974878984,-0.682222718009991,-0.0950011006884901,-0.63758786352875,-0.974073021650756,-0.415937304436831,0.065470386710083,0.525292318289986,0.0097482820018525,-0.314617621000516,0.315989065972759,-0.417776368542078,-0.291084320316695,-0.0920314678759662,1.18,0
198729,132627.0,-0.758171889644233,-0.324734902893524,-1.36189312974499,-0.69651146358611,0.29064200123647,-1.19996773758063,2.80815686387329,-0.597347315522494,-0.478978546400213,-0.769476367733857,-0.845670690191615,0.147353052174948,0.390448589708063,0.636819933295148,-0.154589741070711,-0.577705321636773,-0.481583446342522,-0.36039481961425,-0.317329526542824,0.87559092105254,0.491234157984685,0.884221274566096,0.871931308583316,-0.0753870238607672,-0.549675921063075,-0.0488010014948749,0.304062772577988,0.346158879654062,397.58,0
142079,84572.0,1.20382260001741,-0.422084735275632,0.873051603463651,-0.772866994559091,-1.05144004438202,-0.360022356592209,-0.67389261486228,0.125306929404149,1.87027562246446,-1.11381718796354,-0.280802155932229,0.641106826173485,-0.40487025029749,-0.0521052055227457,1.56232504861656,-0.717207037902257,0.151263023838208,-0.217135691965473,0.201984360374036,-0.179432649167453,0.0109611300902841,0.299447985383519,-0.0026785031267188,0.0830740833259105,0.416415476297873,-0.655386320729319,0.1078694129172,0.0310880543440593,1.0,0
106897,70179.0,1.25479080740579,0.221302472334077,0.50482285213477,0.626302507591082,-0.50913917425095,-0.999582111990221,0.0463624295777373,-0.190353301439878,0.0874370875828773,-0.0586624476709778,-0.262818441239037,0.219490069814937,0.0326098809954107,0.296257497572129,1.06310636895424,0.316020473661334,-0.40628663134567,-0.50753885765735,-0.118371633006869,-0.105950180372733,-0.258976433942898,-0.768743576625112,0.13766370198288,0.372686486872969,0.206728166160293,0.0951784506143954,-0.0314110079628259,0.0188930456407088,4.48,0
199070,132795.0,-0.880993744961824,-0.10789122125332,1.43591957336629,-3.0012396998764,-1.11036290309116,-0.559869682028794,-0.522152402535959,0.46639287170089,-2.55455600965947,0.34787502084258,0.340369181307699,-0.561592822820507,-0.190669920345919,-0.0442750826593208,-1.42456628206669,-0.0276698040763147,0.235358951343982,0.591888324336566,-0.476530745157606,-0.495080694691137,-0.0671316168680275,-0.001308145933052,-0.331284380974627,0.0427734344754891,0.590783972686651,-0.159915358534014,-0.100191002197523,-0.0286897310968596,10.0,0
242839,151678.0,-0.0430856973639385,0.702002405419415,1.18465625167809,-0.329372871562836,-0.268990605851747,-0.452795385507108,-0.105370942372795,0.081227072244164,0.576565458521565,-0.994496789225297,-0.667632373684263,-0.19878606582087,0.578947804186898,-1.74063721936982,1.12222730718639,1.44978141666677,-0.197304787512358,1.16996677888508,-1.05935331636592,-0.0970292135369296,0.268924429335571,0.797778251531936,-0.0593099335698589,-0.187566027346344,-0.781019065278429,0.223135598668666,-0.0256526446573071,0.0885515330340333,4.2,0
242180,151378.0,1.93123529616968,-1.34632532509182,-0.658515951981588,-0.804844283031143,-1.12142299660513,-0.405687594398978,-0.872402224884789,-0.0479563436895935,0.132519524805277,0.660812845250986,-0.854424962226947,-0.684690735638429,-0.199407460401764,-0.342196087938077,0.329658909998104,1.33536059856732,0.112915661077624,-1.38311852925647,0.613924708824342,0.219328265815232,0.0168051406807668,-0.27725308850691,0.313329446340248,0.697738249055303,-0.534960448759137,-0.529891110349467,-0.0188613166261127,-0.0128077855536215,135.0,0
281526,170240.0,-1.82520481007752,2.39240258288642,-1.93006587935375,-0.606723176119232,-0.294357572781519,-1.0903893533778,-0.12431264250875,1.21778420954045,0.252872012651115,-0.270157721941853,-1.04905548047851,0.261020572380161,-0.103613114258389,-0.288698691563345,-0.26065620313509,0.623935539061479,0.867773398461318,-0.146299739708853,-0.380351706921454,0.172150079015523,-0.340860309907081,-0.978478159127664,0.283877909298519,0.607039086735694,-0.164893614262436,0.134865129505847,0.278483313486045,0.125188451643491,12.99,0
21595,31754.0,1.26110315384067,1.18465527507505,-1.92463567760227,1.3435173007098,1.24512260857246,-1.04694573054929,0.617821731762991,-0.154250416646005,-0.562771859386138,-1.36366062802946,1.68238073329002,-0.371098510541891,-0.653655272353696,-3.11670932521918,0.494216533683127,1.50028696642461,2.18906539318503,2.16907950133375,-0.233030094325184,-0.0339670633823351,-0.219249785386579,-0.592604165541732,-0.316881475025232,-0.837626689589814,0.918052585934213,-0.258545405178429,0.031150375055364,0.0773014304147757,1.79,0
243441,151935.0,-1.63269196968479,-1.79499761151434,-4.29551649794847,0.451662049909916,-1.68349176556518,0.60553113612479,5.62643302012723,-0.547532880705745,-1.12494238885552,-2.27692962306696,-1.47615497274898,-0.278014021485751,0.879007102048422,-0.191981595945085,-0.05864318859921,-0.301774067245661,0.585113507411324,0.94286725535018,0.160786011957425,2.40281380629791,1.0206534332092,0.963884616146803,2.35057281414963,-1.22976240066475,1.0252919554372,-0.216069520218666,-0.512665711359842,0.0075722265959909,1205.68,0
271708,164703.0,-1.78177022896461,0.960565101601836,0.642080096179529,-0.612786562728582,-0.542903201975878,0.145773709724219,-0.385387486562808,1.23606934453993,-0.084336260519338,-0.618021155236098,0.307696562399394,0.443824019265826,-0.949440664063183,0.751013647452888,-0.361566044974038,0.814690712910063,-0.413406149888881,0.437134169009603,-0.012386860552164,-0.0531178096482031,-0.101704621992567,-0.473162191864893,0.189933887464593,0.653592986360861,-0.296668073224409,-0.0185351296514713,0.241479190067429,0.0237868245998652,37.82,0
177605,123252.0,2.06127101829064,-1.66094032229368,-0.685890139882644,-1.38966920487452,-1.52780164633948,-0.723659227676014,-1.01315842434397,-0.301217841796478,-1.25635413047701,1.45363477308147,-0.791719342183709,-0.0084416187109475,1.90121707254471,-0.800200875811193,-0.162034677570246,-0.533073485173145,0.397254487876158,-0.210777847136884,-0.310938333687846,-0.127110318131384,-0.0592792214848855,0.191130368686079,0.143859431912928,-0.0591619450388067,-0.281999350409674,-0.18525669107183,0.0182036963811045,-0.0233741630951895,126.0,0
